farm_id,day,age_days,house_size_birds,temperature_c,humidity_pct,ammonia_ppm,feed_kg_per_1000birds,water_L_per_1000birds,chicks_died
Farm_A,50,50,11335,20.5,76.7,32.6,137.7,309.1,4
Farm_B,1,1,13918,32.14,57.7,7.7,12.0,31.7,3
Farm_B,2,2,14558,31.73,60.1,7.9,12.0,35.6,0
Farm_B,3,3,13963,32.56,55.8,6.2,14.0,36.4,1
Farm_B,4,4,14431,31.16,55.8,6.7,18.8,44.3,2
Farm_B,5,5,13860,30.79,57.0,7.0,21.3,54.0,1
Farm_B,6,6,13477,30.08,56.8,7.6,23.8,55.1,2
Farm_B,7,7,14636,29.35,59.7,9.5,25.5,55.7,1
Farm_B,8,8,14874,29.17,60.1,9.8,25.9,58.6,0
Farm_B,9,9,13345,28.56,59.5,9.7,32.0,69.0,1
Farm_B,10,10,14071,28.43,60.3,10.1,34.8,73.7,2
Farm_B,11,11,13349,28.0,59.2,10.9,35.4,76.3,2
Farm_B,12,12,12793,27.34,63.3,11.3,39.7,87.7,1
Farm_B,13,13,13143,26.37,59.2,13.7,46.0,103.2,0
Farm_B,14,14,13340,26.37,63.0,13.5,48.8,106.9,2
Farm_B,15,15,13203,25.93,67.7,16.2,47.6,97.6,5
Farm_B,16,16,12504,25.62,59.2,13.1,52.1,112.1,3
Farm_B,17,17,13813,24.79,64.0,15.6,56.0,123.4,2
Farm_B,18,18,13110,24.42,62.9,15.8,60.1,130.8,5
Farm_B,19,19,13505,24.39,62.2,14.0,61.9,140.0,3
Farm_B,20,20,13664,24.16,63.8,15.6,64.0,143.1,3
Farm_B,21,21,12989,24.0,63.3,15.2,68.1,152.0,2
Farm_B,22,22,12903,23.99,64.0,18.1,71.0,158.1,0
Farm_B,23,23,13560,23.49,65.1,17.2,73.0,165.3,2
Farm_B,24,24,13742,23.6,67.9,19.0,76.8,176.2,1
Farm_B,25,25,13612,22.47,66.0,19.4,79.4,185.3,0
Farm_B,26,26,13643,23.43,67.0,20.3,81.8,189.1,2
Farm_B,27,27,13790,21.94,65.4,17.0,85.8,193.0,0
Farm_B,28,28,14164,23.19,65.6,19.4,89.6,209.6,1
Farm_B,29,29,13261,21.3,68.0,20.8,92.8,213.4,0
Farm_B,30,30,13248,21.05,66.5,20.9,94.2,226.5,0
Farm_B,31,31,12593,21.35,69.3,21.5,97.4,233.1,8
Farm_B,32,32,13847,20.5,68.7,21.7,99.7,240.6,8
Farm_B,33,33,13524,20.5,69.2,22.4,103.1,250.4,8
Farm_B,34,34,13283,20.5,71.9,23.1,104.6,255.5,10
Farm_B,35,35,13231,20.5,71.5,23.6,107.4,262.4,10
Farm_B,36,36,13456,20.5,71.2,24.7,109.4,272.7,8
Farm_B,37,37,13347,20.5,73.8,25.5,112.2,281.3,8
Farm_B,38,38,13741,20.5,74.7,25.7,114.2,290.8,8
Farm_B,39,39,12637,20.5,75.2,26.1,116.0,295.1,8
Farm_B,40,40,13602,20.5,76.2,27.2,118.3,304.8,10
Farm_B,41,41,13054,20.5,77.2,28.0,120.3,315.5,10
Farm_B,42,42,12929,20.5,77.0,28.1,123.1,326.2,8
Farm_B,43,43,12518,20.5,78.2,28.6,125.4,330.0,10
Farm_B,44,44,13243,20.5,79.1,29.1,126.6,338.1,10
Farm_B,45,45,13351,20.5,79.9,30.0,129.6,348.1,10
Farm_B,46,46,13130,20.5,80.5,30.8,131.3,356.5,10
Farm_B,47,47,13738,20.5,81.1,31.3,133.6,364.7,10
Farm_B,48,48,13818,20.5,81.7,31.9,136.1,375.2,10
Farm_B,49,49,13705,20.5,82.2,32.6,137.9,383.0,10
Farm_B,50,50,14070,20.5,82.9,33.4,140.2,394.6,10
Farm_C,1,1,11065,31.93,64.4,10.6,11.5,31.1,4
Farm_C,2,2,11447,32.39,64.2,7.4,10.7,33.9,3
Farm_C,3,3,11186,31.39,66.2,10.3,14.0,43.1,0
Farm_C,4,4,11969,31.87,65.3,10.7,18.1,47.6,3
Farm_C,5,5,11373,30.62,63.5,10.8,22.3,55.9,2
Farm_C,6,6,11784,31.05,66.0,11.4,23.8,61.7,2
Farm_C,7,7,11705,30.45,65.8,10.4,25.7,63.5,1
Farm_C,8,8,11274,30.17,66.3,11.4,27.4,69.7,2
Farm_C,9,9,11709,29.0,66.0,11.2,31.4,79.5,3
Farm_C,10,10,11707,29.53,68.7,12.2,33.5,85.4,2
Farm_C,11,11,11096,28.43,71.1,12.1,35.4,90.5,2
Farm_C,12,12,12252,27.71,70.2,13.5,40.9,103.0,0
Farm_C,13,13,11543,27.15,70.1,14.5,42.1,109.9,2
Farm_C,14,14,11474,26.28,67.1,13.8,45.5,113.1,1
Farm_C,15,15,11139,25.73,68.0,15.9,48.2,122.7,1
Farm_C,16,16,11609,25.18,67.8,14.6,52.8,137.9,2
Farm_C,17,17,11531,24.88,69.8,16.4,56.2,146.8,2
Farm_C,18,18,11289,24.11,69.7,16.1,58.5,155.8,3
Farm_C,19,19,11049,24.4,69.0,15.9,61.7,165.0,2
Farm_C,20,20,12077,24.0,71.7,16.0,65.7,178.9,2
Farm_C,21,21,12370,23.92,72.8,17.1,68.0,187.4,2
Farm_C,22,22,11310,23.44,71.9,18.3,70.2,191.6,2
Farm_C,23,23,12225,22.65,73.5,18.0,73.4,202.6,2
Farm_C,24,24,11392,23.11,74.6,19.2,76.4,212.9,2
Farm_C,25,25,12014,21.99,74.5,19.3,79.9,222.5,0
Farm_C,26,26,11665,22.19,74.9,19.9,81.8,226.7,1
Farm_C,27,27,11670,21.15,75.0,20.6,85.7,237.3,0
Farm_C,28,28,11517,21.0,75.2,22.7,88.6,247.0,2
Farm_C,29,29,11423,20.5,76.6,22.2,91.3,257.8,8
Farm_C,30,30,11574,20.5,77.7,23.8,94.4,270.5,8
Farm_C,31,31,11344,20.5,78.0,24.5,96.8,277.5,10
Farm_C,32,32,11662,20.5,78.9,25.2,99.9,285.5,10
Farm_C,33,33,11418,20.5,80.1,25.7,102.0,294.1,10
Farm_C,34,34,11807,20.5,80.8,26.8,104.3,302.8,10
Farm_C,35,35,11733,20.5,81.4,27.3,107.5,312.5,10
Farm_C,36,36,11209,20.5,82.0,28.2,109.5,321.2,10
Farm_C,37,37,11740,20.5,83.1,29.2,112.5,332.4,10
Farm_C,38,38,11287,20.5,83.9,30.0,114.9,341.2,10
Farm_C,39,39,11755,20.5,84.5,30.4,116.3,347.2,10
Farm_C,40,40,11410,20.5,85.2,31.2,118.6,357.6,10
Farm_C,41,41,11249,20.5,85.9,31.9,120.6,366.7,10
Farm_C,42,42,11909,20.5,86.5,32.5,123.0,378.9,10
Farm_C,43,43,11621,20.5,87.0,33.2,125.3,388.2,10
Farm_C,44,44,11406,20.5,87.4,33.4,127.7,397.3,10
Farm_C,45,45,11667,20.5,88.0,33.9,129.6,406.4,10
Farm_C,46,46,11639,20.5,88.5,34.1,131.5,414.4,10
Farm_C,47,47,11293,20.5,88.9,34.6,134.2,424.8,10
Farm_C,48,48,11436,20.5,89.5,35.0,136.3,434.3,10
Farm_C,49,49,11512,20.5,90.0,35.4,138.0,441.1,10
Farm_C,50,50,11606,20.5,90.0,36.1,140.5,452.7,10
Farm_D,1,1,11317,31.65,61.2,12.8,11.4,29.6,3
Farm_D,2,2,11361,31.88,60.3,12.7,13.1,33.0,2
Farm_D,3,3,12258,31.42,60.8,12.7,14.6,35.6,1
Farm_D,4,4,11866,31.27,61.9,13.6,18.7,42.2,1
Farm_D,5,5,12329,30.93,64.2,13.9,23.1,55.8,1
Farm_D,6,6,11810,30.6,63.1,13.5,24.5,60.6,2
Farm_D,7,7,11665,30.27,64.2,14.3,26.6,65.1,1
Farm_D,8,8,11316,29.72,64.6,14.8,28.6,72.2,0
Farm_D,9,9,11942,28.59,65.5,14.3,31.4,78.0,1
Farm_D,10,10,12242,28.43,66.4,15.4,33.8,86.2,0
Farm_D,11,11,11504,27.97,66.7,15.2,36.0,93.1,1
Farm_D,12,12,11028,27.34,67.7,16.5,40.2,106.1,0
Farm_D,13,13,11485,26.7,68.4,17.6,42.5,114.7,1
Farm_D,14,14,11949,26.17,69.7,18.0,45.2,122.4,2
Farm_D,15,15,11634,25.88,70.3,18.4,47.9,131.0,2
Farm_D,16,16,11335,25.15,71.2,19.1,52.0,146.3,2
Farm_D,17,17,11462,24.84,71.1,19.7,55.8,153.8,2
Farm_D,18,18,12005,24.22,72.4,20.5,58.5,162.3,2
Farm_D,19,19,11585,24.0,72.6,20.4,61.3,171.8,2
Farm_D,20,20,11846,24.0,73.1,21.3,65.0,183.0,2
Farm_D,21,21,11653,23.85,73.7,21.7,67.5,192.1,2
Farm_D,22,22,11617,23.35,74.3,22.8,69.8,199.5,2
Farm_D,23,23,11937,22.61,75.2,23.7,73.5,210.5,2
Farm_D,24,24,11917,22.35,75.7,24.6,76.7,221.8,2
Farm_D,25,25,11515,21.66,76.2,24.8,79.7,231.7,2
Farm_D,26,26,11774,21.0,76.8,25.7,82.7,241.1,2
Farm_D,27,27,11541,20.5,77.4,26.4,86.1,252.0,2
Farm_D,28,28,11660,20.5,78.0,27.4,88.6,261.0,2
Farm_D,29,29,11772,20.5,78.7,28.2,91.4,270.2,8
Farm_D,30,30,11545,20.5,79.2,28.8,94.3,279.8,8
Farm_D,31,31,11444,20.5,79.8,29.5,96.7,289.3,10
Farm_D,32,32,11605,20.5,80.5,30.1,100.0,300.4,10
Farm_D,33,33,11745,20.5,81.1,30.8,101.9,307.8,10
Farm_D,34,34,11825,20.5,81.7,31.5,104.5,317.9,10
Farm_D,35,35,11598,20.5,82.2,32.2,107.3,327.8,10
Farm_D,36,36,11638,20.5,82.7,32.7,109.6,336.3,10
Farm_D,37,37,11755,20.5,83.2,33.4,112.4,346.8,10
Farm_D,38,38,11740,20.5,83.8,34.0,114.7,356.3,10
Farm_D,39,39,11611,20.5,84.3,34.6,116.5,363.6,10
Farm_D,40,40,11880,20.5,84.8,35.2,118.8,373.4,10
Farm_D,41,41,11678,20.5,85.3,35.6,120.9,382.6,10
Farm_D,42,42,11756,20.5,85.8,36.1,123.4,393.1,10
Farm_D,43,43,11644,20.5,86.3,36.6,125.2,401.0,10
Farm_D,44,44,11691,20.5,86.7,36.9,127.7,411.3,10
Farm_D,45,45,11654,20.5,87.1,37.2,129.7,420.0,10
Farm_D,46,46,11574,20.5,87.6,37.7,131.7,428.5,10
Farm_D,47,47,11692,20.5,88.0,38.0,134.2,438.5,10
Farm_D,48,48,11622,20.5,88.4,38.5,136.5,448.3,10
Farm_D,49,49,11586,20.5,88.8,38.8,138.2,456.6,10
Farm_D,50,50,11647,20.5,89.2,39.2,140.6,466.7,10
Farm_E,1,1,10103,31.54,63.0,15.4,10.9,26.4,2
Farm_E,2,2,11205,31.56,62.0,14.8,11.7,28.4,3
Farm_E,3,3,10133,32.32,64.2,14.7,14.8,37.0,2
Farm_E,4,4,10629,31.33,63.9,15.5,19.6,46.5,2
Farm_E,5,5,10439,31.07,65.8,15.5,22.0,53.5,2
Farm_E,6,6,10270,30.45,65.1,16.1,24.4,62.6,1
Farm_E,7,7,11101,29.89,66.2,16.3,26.0,67.2,0
Farm_E,8,8,10747,29.3,66.7,17.2,27.3,73.2,0
Farm_E,9,9,10441,28.65,67.8,17.6,31.3,82.0,2
Farm_E,10,10,10036,28.33,68.3,18.1,33.6,90.1,0
Farm_E,11,11,10162,27.84,69.2,18.4,35.4,95.6,1
Farm_E,12,12,10952,27.33,70.1,19.5,40.4,110.0,1
Farm_E,13,13,10333,26.53,70.5,20.4,42.5,119.2,1
Farm_E,14,14,10267,26.0,71.2,21.2,45.3,128.0,1
Farm_E,15,15,10306,25.46,72.4,22.1,47.7,137.9,2
Farm_E,16,16,10589,25.06,72.9,22.7,51.8,150.8,3
Farm_E,17,17,10559,24.42,73.5,23.5,55.9,162.5,2
Farm_E,18,18,10380,24.0,74.2,24.1,58.3,171.7,3
Farm_E,19,19,10657,24.0,74.6,24.9,61.6,184.0,2
Farm_E,20,20,10443,24.0,75.1,25.5,64.9,193.0,2
Farm_E,21,21,10558,23.84,75.7,26.3,67.7,201.1,2
Farm_E,22,22,10569,23.33,76.2,27.1,70.2,210.9,1
Farm_E,23,23,10372,22.88,77.0,27.9,73.5,222.0,0
Farm_E,24,24,10589,22.28,77.5,28.6,76.9,233.3,0
Farm_E,25,25,10574,21.59,78.1,29.4,79.5,242.4,2
Farm_E,26,26,10573,21.0,78.7,30.0,82.6,251.1,2
Farm_E,27,27,10481,20.5,79.2,30.7,85.8,260.4,2
Farm_E,28,28,10452,20.5,79.8,31.3,88.8,271.6,2
Farm_E,29,29,10446,20.5,80.4,32.0,91.3,279.7,8
Farm_E,30,30,10571,20.5,80.9,32.7,94.5,291.6,8
Farm_E,31,31,10454,20.5,81.5,33.2,97.0,300.2,10
Farm_E,32,32,10563,20.5,82.0,33.8,99.9,310.9,10
Farm_E,33,33,10492,20.5,82.6,34.4,102.1,319.5,10
Farm_E,34,34,10533,20.5,83.1,34.9,104.6,329.8,10
Farm_E,35,35,10475,20.5,83.6,35.6,107.1,339.2,10
Farm_E,36,36,10508,20.5,84.1,36.1,109.7,348.0,10
Farm_E,37,37,10566,20.5,84.6,36.7,112.4,358.5,10
Farm_E,38,38,10546,20.5,85.1,37.1,114.9,367.6,10
Farm_E,39,39,10584,20.5,85.6,37.7,116.9,377.3,10
Farm_E,40,40,10559,20.5,86.1,38.1,119.3,387.1,10
Farm_E,41,41,10455,20.5,86.5,38.6,121.5,395.4,10
Farm_E,42,42,10572,20.5,87.0,39.0,123.6,405.4,10
Farm_E,43,43,10561,20.5,87.4,39.4,126.0,415.6,10
Farm_E,44,44,10546,20.5,87.8,39.8,128.0,423.8,10
Farm_E,45,45,10534,20.5,88.2,40.3,130.3,433.2,10
Farm_E,46,46,10564,20.5,88.6,40.7,132.0,441.2,10
Farm_E,47,47,10535,20.5,89.0,41.1,134.7,451.8,10
Farm_E,48,48,10537,20.5,89.5,41.5,136.7,459.5,10
Farm_E,49,49,10533,20.5,89.9,41.9,138.5,468.0,10
Farm_E,50,50,10526,20.5,90.0,42.3,140.7,478.3,10
Farm_F,1,1,13149,32.54,55.7,7.1,12.0,33.2,2
Farm_F,2,2,12542,32.29,59.2,7.1,10.6,31.1,2
Farm_F,3,3,12936,31.62,57.5,8.2,14.1,36.1,2
Farm_F,4,4,12513,31.19,60.0,8.7,18.7,48.8,1
Farm_F,5,5,12063,30.79,59.3,9.1,22.6,56.3,0
Farm_F,6,6,12312,30.34,59.7,9.6,24.3,61.7,1
Farm_F,7,7,12919,29.57,62.0,10.2,26.2,65.0,1
Farm_F,8,8,12956,29.16,62.7,10.0,28.4,71.6,1
Farm_F,9,9,12209,28.85,63.7,10.9,31.5,80.2,1
Farm_F,10,10,12241,28.29,64.6,11.2,34.0,88.4,1
Farm_F,11,11,12388,27.76,64.5,11.9,35.3,92.2,0
Farm_F,12,12,12564,27.23,66.4,12.9,40.2,105.0,0
Farm_F,13,13,12128,26.66,66.1,13.6,42.6,114.4,0
Farm_F,14,14,12398,26.14,67.8,14.4,45.4,123.0,0
Farm_F,15,15,12521,25.59,67.8,15.2,47.9,131.8,0
Farm_F,16,16,12491,25.13,69.2,15.8,52.1,146.6,0
Farm_F,17,17,12391,24.61,68.7,16.2,55.8,154.1,2
Farm_F,18,18,12479,24.0,70.1,17.2,58.7,162.3,2
Farm_F,19,19,12474,24.0,70.4,18.0,61.8,172.2,2
Farm_F,20,20,12332,24.0,71.1,18.6,65.0,182.3,2
Farm_F,21,21,12241,23.8,71.8,19.4,67.6,190.4,2
Farm_F,22,22,12431,23.29,72.4,20.3,70.3,200.8,2
Farm_F,23,23,12293,22.79,73.1,20.8,73.8,211.2,1
Farm_F,24,24,12405,22.21,73.8,21.9,76.9,222.5,1
Farm_F,25,25,12346,21.55,74.4,22.5,79.5,231.6,1
Farm_F,26,26,12427,21.0,75.2,23.4,82.5,241.8,1
Farm_F,27,27,12450,20.5,75.7,24.2,85.7,252.0,2
Farm_F,28,28,12319,20.5,76.3,24.9,88.6,261.6,2
Farm_F,29,29,12376,20.5,76.9,25.7,91.5,270.9,8
Farm_F,30,30,12453,20.5,77.4,26.3,94.4,280.6,8
Farm_F,31,31,12364,20.5,78.0,27.1,96.8,290.6,10
Farm_F,32,32,12417,20.5,78.6,27.7,100.1,301.5,10
Farm_F,33,33,12357,20.5,79.2,28.3,102.0,309.4,10
Farm_F,34,34,12366,20.5,79.7,28.9,104.7,320.1,10
Farm_F,35,35,12402,20.5,80.2,29.7,107.2,329.2,10
Farm_F,36,36,12374,20.5,80.8,30.2,109.8,338.3,10
Farm_F,37,37,12418,20.5,81.3,30.8,112.5,349.1,10
Farm_F,38,38,12396,20.5,81.8,31.3,114.9,357.9,10
Farm_F,39,39,12349,20.5,82.3,31.9,116.8,365.8,10
Farm_F,40,40,12368,20.5,82.8,32.4,119.3,375.9,10
Farm_F,41,41,12410,20.5,83.2,32.9,121.5,384.6,10
Farm_F,42,42,12379,20.5,83.7,33.4,123.7,393.8,10
Farm_F,43,43,12381,20.5,84.2,34.0,126.0,403.9,10
Farm_F,44,44,12414,20.5,84.7,34.5,128.2,413.1,10
Farm_F,45,45,12392,20.5,85.1,34.9,130.3,421.3,10
Farm_F,46,46,12369,20.5,85.6,35.4,132.2,430.1,10
Farm_F,47,47,12410,20.5,86.0,35.9,134.8,440.0,10
Farm_F,48,48,12393,20.5,86.5,36.4,136.7,447.7,10
Farm_F,49,49,12392,20.5,86.9,36.9,138.5,456.8,10
Farm_F,50,50,12385,20.5,87.3,37.4,140.9,467.3,10
Farm_G,1,1,13845,31.9,58.1,7.0,11.9,31.6,3
Farm_G,2,2,13761,32.14,59.9,7.1,12.1,34.1,2
Farm_G,3,3,14065,31.74,58.9,7.8,14.1,38.5,2
Farm_G,4,4,14253,31.12,58.5,8.2,18.8,46.7,2
Farm_G,5,5,14001,30.88,60.5,8.8,21.5,55.7,2
Farm_G,6,6,13931,30.16,60.4,9.2,23.7,60.6,2
Farm_G,7,7,14171,29.53,62.1,9.9,26.1,66.1,1
Farm_G,8,8,14130,29.14,61.8,10.1,28.4,73.5,1
Farm_G,9,9,13986,28.55,62.8,10.5,31.7,81.4,1
Farm_G,10,10,14040,28.31,63.9,11.0,34.0,89.6,1
Farm_G,11,11,13964,27.83,63.8,11.4,35.5,94.7,1
Farm_G,12,12,14012,27.31,65.8,12.7,40.3,108.1,1
Farm_G,13,13,13908,26.67,65.7,13.1,42.6,117.2,1
Farm_G,14,14,13962,26.13,67.2,13.9,45.6,126.8,1
Farm_G,15,15,13929,25.6,67.5,14.7,47.9,135.3,1
Farm_G,16,16,13981,25.13,68.8,15.4,52.3,149.9,2
Farm_G,17,17,13941,24.62,68.4,16.2,55.8,156.9,2
Farm_G,18,18,13999,24.0,69.7,16.8,58.7,165.4,2
Farm_G,19,19,13955,24.0,70.1,17.6,61.7,175.8,2
Farm_G,20,20,13952,24.0,70.9,18.2,65.0,186.4,2
Farm_G,21,21,13934,23.84,71.7,19.0,67.7,194.9,2
Farm_G,22,22,13947,23.3,72.3,19.8,70.3,204.9,2
Farm_G,23,23,13979,22.79,73.0,20.5,73.9,215.3,1
Farm_G,24,24,13946,22.22,73.6,21.4,77.0,226.4,1
Farm_G,25,25,13958,21.55,74.2,22.1,79.6,236.2,1
Farm_G,26,26,13974,21.0,74.8,23.0,82.5,246.1,1
Farm_G,27,27,13961,20.5,75.3,23.7,85.9,256.8,2
Farm_G,28,28,13980,20.5,75.9,24.5,88.8,266.4,2
Farm_G,29,29,13969,20.5,76.4,25.2,91.7,275.8,8
Farm_G,30,30,13946,20.5,76.9,25.9,94.5,285.0,8
Farm_G,31,31,13961,20.5,77.5,26.7,96.9,295.2,10
Farm_G,32,32,13955,20.5,78.1,27.3,100.2,306.2,10
Farm_G,33,33,13952,20.5,78.7,27.9,102.2,314.6,10
Farm_G,34,34,13949,20.5,79.2,28.6,104.8,325.2,10
Farm_G,35,35,13968,20.5,79.7,29.3,107.3,334.9,10
Farm_G,36,36,13959,20.5,80.3,29.9,109.9,344.2,10
Farm_G,37,37,13948,20.5,80.8,30.5,112.6,354.9,10
Farm_G,38,38,13961,20.5,81.3,31.0,115.0,363.9,10
Farm_G,39,39,13952,20.5,81.8,31.5,116.9,372.4,10
Farm_G,40,40,13962,20.5,82.3,32.0,119.4,381.6,10
Farm_G,41,41,13955,20.5,82.7,32.5,121.6,390.7,10
Farm_G,42,42,13956,20.5,83.2,33.0,123.8,400.1,10
Farm_G,43,43,13957,20.5,83.7,33.5,126.1,409.3,10
Farm_G,44,44,13962,20.5,84.2,34.0,128.2,417.8,10
Farm_G,45,45,13959,20.5,84.6,34.4,130.4,426.6,10
Farm_G,46,46,13958,20.5,85.1,34.9,132.3,435.7,10
Farm_G,47,47,13956,20.5,85.5,35.3,134.9,445.8,10
Farm_G,48,48,13959,20.5,86.0,35.7,136.8,453.9,10
Farm_G,49,49,13957,20.5,86.4,36.2,138.6,462.9,10
Farm_G,50,50,13958,20.5,86.9,36.6,141.0,473.2,10
Farm_H,1,1,9229,31.88,64.3,17.5,10.7,27.1,2
Farm_H,2,2,9152,32.05,64.4,17.2,11.3,27.7,3
Farm_H,3,3,9298,31.56,65.4,17.4,14.5,36.9,2
Farm_H,4,4,9153,31.08,66.0,18.4,19.1,45.3,2
Farm_H,5,5,9159,30.77,67.5,18.8,22.0,53.4,2
Farm_H,6,6,9156,30.34,68.3,19.2,24.4,62.0,1
Farm_H,7,7,9158,29.74,68.8,20.0,26.1,67.1,0
Farm_H,8,8,9154,29.26,69.3,20.6,27.2,72.2,0
Farm_H,9,9,9157,28.65,70.4,21.2,31.1,81.0,2
Farm_H,10,10,9151,28.34,71.0,21.6,33.6,89.7,0
Farm_H,11,11,9156,27.86,71.5,22.1,35.4,95.0,1
Farm_H,12,12,9154,27.33,72.4,23.0,40.3,109.9,1
Farm_H,13,13,9158,26.53,72.9,23.8,42.3,118.8,1
Farm_H,14,14,9155,26.01,73.6,24.4,45.2,127.8,1
Farm_H,15,15,9154,25.46,74.4,25.4,47.7,137.5,2
Farm_H,16,16,9155,25.06,75.0,26.0,51.9,150.5,3
Farm_H,17,17,9157,24.42,75.7,26.8,55.9,162.8,2
Farm_H,18,18,9156,24.0,76.1,27.3,58.2,171.8,3
Farm_H,19,19,9153,24.0,76.8,28.0,61.6,183.6,2
Farm_H,20,20,9155,24.0,77.3,28.6,64.9,193.6,2
Farm_H,21,21,9156,23.84,77.8,29.3,67.7,201.5,2
Farm_H,22,22,9156,23.33,78.3,30.0,70.2,211.3,1
Farm_H,23,23,9153,22.88,79.0,30.5,73.5,221.3,0
Farm_H,24,24,9156,22.28,79.5,31.2,76.9,231.1,0
Farm_H,25,25,9155,21.59,80.1,31.8,79.5,241.2,2
Farm_H,26,26,9154,21.0,80.7,32.4,82.7,251.5,2
Farm_H,27,27,9156,20.5,81.2,33.0,85.8,260.6,2
Farm_H,28,28,9153,20.5,81.7,33.6,88.8,270.9,2
Farm_H,29,29,9156,20.5,82.2,34.1,91.3,279.6,8
Farm_H,30,30,9156,20.5,82.7,34.7,94.5,291.7,8
Farm_H,31,31,9154,20.5,83.2,35.1,96.9,300.4,10
Farm_H,32,32,9155,20.5,83.7,35.6,99.9,310.5,10
Farm_H,33,33,9154,20.5,84.2,36.0,102.1,319.9,10
Farm_H,34,34,9156,20.5,84.7,36.4,104.6,329.6,10
Farm_H,35,35,9156,20.5,85.2,36.8,107.1,339.4,10
Farm_H,36,36,9155,20.5,85.7,37.3,109.6,348.8,10
Farm_H,37,37,9155,20.5,86.2,37.6,112.4,358.1,10
Farm_H,38,38,9154,20.5,86.6,38.0,114.9,367.7,10
Farm_H,39,39,9155,20.5,87.0,38.4,116.9,376.8,10
Farm_H,40,40,9154,20.5,87.4,38.8,119.2,386.5,10
Farm_H,41,41,9154,20.5,87.8,39.2,121.5,395.9,10
Farm_H,42,42,9155,20.5,88.2,39.6,123.6,405.5,10
Farm_H,43,43,9154,20.5,88.6,40.0,126.0,414.8,10
Farm_H,44,44,9156,20.5,89.0,40.3,128.0,424.3,10
Farm_H,45,45,9155,20.5,89.4,40.7,130.4,433.8,10
Farm_H,46,46,9154,20.5,89.7,41.1,132.0,441.5,10
